Line #,Key,en Version,hy Translation
328,hy.app.msgs.error_publish,%{obj} wasn't published: %{err},%{obj} չի հրապարակվել: %{err}
329,hy.app.msgs.error_publish_missing_fields,%{obj} can't be published until you provide a summary and thumbnail image.,"%{obj} չի կարող հրապարակվել, քանի դեռ բացակայում է համառոտ նկարագրությունը և մանրապատկերը (thumbnail)"
330,hy.app.msgs.error_publish_missing_fields_link,Add the missing content.,Լրացնել բացթողնված բովանդակությունը.
331,hy.app.msgs.error_publish_missing_sections,At least one Section required before publishing.,Նվազագույնը մեկ բաժին է պահանջվում նախքան հրապարակելը.
332,hy.app.msgs.error_publish_missing_content_section,All Text Sections must have content in it.,Պահանջվում է առնվազը մեկ բաժին
333,hy.app.msgs.error_publish_missing_translations,The story must be completely translated in %{lang} in order to be published.,"Նյութը պետք է ամբողջությամբ թարգմանվի %{lang}-ով, որպեսզի հրապարակվի."
334,hy.app.msgs.error_unpublish,%{obj} wasn't unpublished: %{err},%{obj} չի հրապարակվել: %{err}
335,hy.app.msgs.error_clone,%{obj} wasn't cloned.,%{obj} չի կրկնօրինակվել
336,hy.app.msgs.error_clone_notification,Error occurred while cloning story: %{msg},Կրկնօրինակման ընթացքում ի հայտ եկավ սխալ: %{msg}
337,hy.app.msgs.error_export,Story can't be downloaded.,Նյութը հնարավոր չէ ներբեռնել
338,hy.app.msgs.error_get_data,The selected item could not be found,Նշված օբյեկտը չի հայտնաբերվել
339,hy.app.msgs.select_section,Please select a Section first in order to add an Item,Խնդրում ենք ավելացնելու համար նախ նշել բաժին և ապա օբյեկտ
340,hy.app.msgs.staff_pick,The story has been selected as a Staff Pick,Նյութը ընդգրկվեց «Խմբագրության ընտրանիում»
341,hy.app.msgs.staff_unpick,The story has been unselected as a Staff Pick,Նյութը հանվեց «Խմբագրության ընտրանուց»
342,hy.app.msgs.success_settings,Your settings were successfully updated.,Ձեր կարգավորումները հաջողությամբ թարմացվել են
343,hy.app.msgs.success_remove_avatar,Your Facebook avatar is now being used.,Օգտագործվում է Ձեր Facebook-ի ավատարը
344,hy.app.msgs.nickname_duplicate,This user URL already exists.,Այս օգտատերի URL-ն արդեն առկա է
345,hy.app.msgs.nickname_url,Your URL will be:,Ձեր URL կլինի :
346,hy.app.msgs.story_duplicate,This story URL already exists.,Այս Նյութի URL արդեն առկա է
347,hy.app.msgs.story_url,Story URL will be:,Նյութի URL կլինի:
348,hy.app.msgs.invitation.accepted,You have accepted the invitation to collaborate on '%{title}',Դուք ընդունել եք '%{title}'-ում համագործակցելու հրավերը 
349,hy.app.msgs.invitation.accepted_already,You have already accepted the invitation to collaborate on '%{title}',Դուք արդեն ընդունել եք %{title}'-ում համագործակցելու հրավերը 
350,hy.app.msgs.invitation.bad,"Sorry, your invitation could not be found or the story has been deleted.",Ցավոք Ձեր հրավերը հնարավոր չէ գտնել կամ նյութը ջնջվել է
351,hy.app.msgs.invitation.declined,Your invitation was declined,Ձեր հրավերը մերժվել է 
352,hy.app.msgs.one_section.content,Only one Item can be added to a Text section,Տեքստի բաժնին կարող է ավելացվել միայն մեկ օբյեկտ
353,hy.app.msgs.one_section.slideshow,Only one Item can be added to an Image Slideshow section,Սլայդշուի բաժնին կարող է ավելացվել միայն մեկ օբյեկտ
354,hy.app.msgs.one_section.embed_media,Only one Item can be added to an Embed Online Media section,Ներդրված առցանց մեդիայի բաժիններին կարող է ավելացվել միայն մեկ օբյեկտ
355,hy.app.msgs.one_section.youtube,Only one Item can be added to a YouTube section,YouTube-ի բաժիններին կարող է ավելացվել միայն մեկ օբյեկտ
356,hy.app.msgs.one_section.general,Only one Item can be added to this type of section,Այս տիպի բաժիններին կարող է ավելացվել միայն մեկ օբյեկտ
357,hy.app.msgs.destroy_story.success,Story was successfully deleted.,Նյութը հաջողությամբ ջնջվեց
358,hy.app.msgs.destroy_story.error,Error occurred while deleting the story: %{err},Նյութի ջնջման ընթացքում ի հայտ եկավ սխալ: %{err}
359,hy.app.msgs.destroy_item.success,Item was successfully deleted.,Օբյեկտը հաջողությամբ ջնջվեց
360,hy.app.msgs.destroy_item.error,Error occurred while deleting the item: %{err},Օբյեկտի ջնջման ընթացքում ի հայտ եկավ սխալ: %{err}
361,hy.app.msgs.destroy_item.error_not_found,Item could not be found to delete.,Ջնջելու ենթակա օբյեկտը չի հայտնաբերվել
362,hy.app.msgs.embed_code,Copy and paste this embed code into your web page,Պատճենեք և տեղադրեք այս ներդրված կոդը Ձեր էջում
363,hy.app.msgs.collaborators.success_remove,%{name} was removed as a collaborator,%{name} օգտատերը հեռացվել է համագործակցությունից
364,hy.app.msgs.collaborators.user_not_found,User to remove as a collaborator could not be found,"Օգտատերը, որին Դուք ցանկանում էիք հեռացնել, որպես համագործակցող, չի հայտնաբերվել"
365,hy.app.msgs.collaborators.no_permission,You do not have permission to remove this collaborator,Դուք այս համագործակցողին հեռացնելու  իրավունք չունեք 
366,hy.app.msgs.collaborators.success_invitations,Invitations were sent!,Հրավերները ուղարկված են
367,hy.app.msgs.collaborators.error_invitations_all,No invitations were sent due to the following erros: %{msg},Ոչ մի հրավեր չի ուղարկվել սույն սխալի պատճառով: %{msg}
368,hy.app.msgs.collaborators.error_invitations_some,"Some invitations were sent, but some were not due to the following erros: %{msg}",Որոշ հրավերներ չեն ուղարկվել սույն սխալի պատճառով: %{msg}
369,hy.app.msgs.notification.true,You will be sent notifications.,Ձեզ ծանուցում կուղարկվի
370,hy.app.msgs.notification.false,You will not be sent notifications.,Ձեզ ծանուցում չի ուղարկվի
371,hy.app.msgs.notification.new_theme_all_success,You will recieve a notification whenever a theme is added.,"Դուք կստանաք ծանուցում, երբ թեմա ավելացվի."
372,hy.app.msgs.notification.new_theme_none_success,You will not receive any notifications when themes are added.,"Դուք չեք ստանա ոչ մի ծանուցում, երբ թեմաներ ավելացվեն."
373,hy.app.msgs.notification.new_story_by_type_success,You will receive a notification when a story is added to these types: %{types}.,"Դուք ծանուցում կստանաք, երբ նյութ ավելացվի այս տեսակներին: %{types}."
374,hy.app.msgs.notification.story_comments_yes,You will be sent notifications when a comment is made to one of your stories.,"Դուք կծանուցվեք, Ձեր նյութերի տակ նոր մեկնաբանությունների մասին"
375,hy.app.msgs.notification.story_comments_no,You will not be sent notifications when a comment is made to one of your stories.,"Դուք չեք ծանուցվի, Ձեր նյութերի տակ նոր մեկնաբանությունների մասին"
376,hy.app.msgs.notification.following_no,You will no longer receive notifications about new stories from '%{name}'.,Դուք այլևս չեք ստանա ծանուցումներ  '%{nickname}' օգտատիրոջ նոր նյութեր մասին
377,hy.app.msgs.notification.language,You will be sent notifications in %{language}.,Ձեզ կուղարկվի ծանուցում %{language} լեզվով
378,hy.app.msgs.fail_change_order,The item was not able to be moved,Օբյեկտը տեղափոխել հնարավոր չէ
379,hy.app.msgs.nothing_selected,Please select a section/item to delete,Խնդրում ենք նշել ջնջելու ենթակա բաժինը/օբյեկտը
380,hy.app.msgs.fail_delete,The section/item could not be deleted,Բաժինը/օբյեկտը ջնջել չհաջողվեց
381,hy.app.msgs.confirm_delete,Are you sure you want to delete this section/item?,"Վստա՞հ եք, որ ցանկանում եք ջնջել բաժինը/օբյեկտը"
382,hy.app.msgs.video_processed,Your video is processed,Ձեր վիդեոն մշակվեց
383,hy.app.msgs.video_not_processed,Your video is being processed,Ձեր վիդեոն մշակման փուլում է
384,hy.app.msgs.not_found_for_update,The record to update could not be found in the database.,Պահոցում թարմացվող գրանցումը հայտնաբերել չհաջողցեց
385,hy.section_types.content.name,Text,Տեքստ
386,hy.section_types.content.description,"Can include html, css styling and images","Կարող է ներառել html, css ոճեր և պատկերներ"
387,hy.section_types.media.name,Full-Screen Media Slideshow,Սլայդշոու ամբողջ էկրանով
388,hy.section_types.media.description,Images and/or videos as a full-screen vertical slideshow,"Նկարներ/վիդեոներ ուղղահայաց սլայդշոուով, ողջ էկրանով"
389,hy.section_types.slideshow.name,Image Slideshow,Նկարների սլայդշոու
390,hy.section_types.slideshow.description,Images in a horizontal slideshow,Նկարները հորիզոնական սլայդշոույով
391,hy.section_types.embed_media.name,Embed Online Media,Ներդրված առցանց մեդիա
392,hy.section_types.embed_media.description,"YouTube, Vimeo, etc","YouTube, Vimeo, և այլն"
393,hy.section_types.youtube.name,YouTube Video,Վիդեո YouTube-ում
394,hy.section_types.youtube.description,YouTube video with ability to setting caption language,Ենթագրերի լեզվի կարգավորումներով վիդեո YouTube-ում
395,hy.story_role.editor,Editor,Խմբագիր
396,hy.story_role.translator,Translator,Թարգմանիչ
397,hy.message_types.bug,Report a Bug,Հաղորդել սխալի մասին
398,hy.message_types.feature,Request a Feature,Պահանջել նոր կարգավորում/հատկություն
399,hy.message_types.feedback,General Feedback,Ընդհանուր դիտողություններ
400,hy.filters.all,All,Բոլորը
401,hy.filters.matches,Matches,Համընկնումներ
402,hy.filters.staff_pick,Staff Pick,Խմբագրության ընտրանի
403,hy.filters.staff_pick_title,View stories that have been selected as Staff Picks,"Դիտել նյութերը, որոնք ընգրկվել են «Խմբագրության ընտրանիում» "
404,hy.filters.staff_pick_title_active,Remove Staff Pick filter,Հեռացնել «Խմբագրության ընտրանի» ֆիլտրը 
405,hy.filters.sort_header,Sorted By,Դասակարգել ըստ
406,hy.filters.sort_title,Indicate how the stories should be sorted,Նշեք նյութերի դասակարգումը  
407,hy.filters.filters,Filters,Ֆիլտրեր
408,hy.filters.all_stories,All Stories,Բոլոր նյութերը
409,hy.filters.sort.recent,Recent,Վերջին դիտվածները
410,hy.filters.sort.reads,Views,Դիտումեր
411,hy.filters.sort.likes,Likes,Հավանումներ
412,hy.filters.category_header,Category,Դասակարգում
413,hy.filters.category_title,View stories that belong to a category,Դիտել որոշակի դասակարգման նյութեր
414,hy.filters.theme_header,Theme,Թեմա
415,hy.filters.theme_title,View stories that belong to a theme,Դիտել որոոշակի թեմայով նյութեր
416,hy.filters.language_header,Language,Լեզու
417,hy.filters.language_title,View stories that are written in a particular language,Դիտել որոշակի լեզվով նյութեր
418,hy.filters.search,Find a Story,Գտնել նյութը
419,hy.filters.following,Following,Հավանել
420,hy.filters.following_title,View stories of users that you are following,"Դիտել այն օգտագերերի նյութերը, որոնց դուք բաժանորդագրված եք"
421,hy.filters.following_title_active,Remove Following filter,Հեռացնել հետևյալ ֆիլտրը
422,hy.filters.not_published,Not Published,Չի հրապարակվել
423,hy.filters.not_published_title,View stories that are not published,Դիտել չհրապարակված նյութերը
424,hy.filters.not_published_title_active,Show all stories,Ցույց տալ բոլոր նյութերը
425,hy.tokeninput.searchingText,Searching...,Որունում է
426,hy.tokeninput.tag.hintText,Search for an existing tag or enter a new tag,"Առկա պիտակների (tag) որոնում, նորերի ստեղծման համար"
427,hy.tokeninput.tag.noResultsText,No matches found. Press 'Enter' to save this new tag.,"Համընկնումներ չեն հայտնաբերվել, սեղմեք 'Enter' որպեսզի ավելացնեք այս պիտակը (tag)"
428,hy.tokeninput.collaborator.hintText,Search for an existing user or enter the email address for a new user,"Փնտրեք առկա օգտատիրոջ, կամ մուտքագրեք էլեկտրոնային հասցե նոր օգտատիրոջ համար"
429,hy.tokeninput.collaborator.noResultsText,No matches found. Press 'Enter' to add this email address to the list of invited collaborators.,"Համընկնումներ չեն հայտնաբերվել, սեղմեք 'Enter' որպեսզի ավելացնեք այս էլեկտրոնային հասցեն հրավիրված համագործակցողների ցուցակին"
430,hy.layouts.application.copyright,Copyright,Հեղինակային իրավունքներ
431,hy.layouts.application.copyright_text,Copyright of these reports belongs to the Chai-Khana NGO. Any republishing of materials is not allowed without the prior consent of Chai-Khana.,"Նյութի հեղինակային իրավունքները պատկանում են «Չայխանա» ՀԿ-ին: Վերահրատարակումն առանց «Չայխանա»-յի համաձայնության, արգելվում է:"
432,hy.layouts.application.disclaimer,Disclaimer,Disclaimer
433,hy.layouts.application.disclaimer_text,"This publication has been produced with the assistance of MYMEDIA, a DANIDA funded project. The content of this publication is the sole responsibility of the author/contractor/implementing partner/international organisation and can in no way be taken to reflect the official opinion of MYMEDIA / DANIDA. ","Այս կայքը ստեղծվել է MYMEDIA շնորհիվ, որը DANIDA-յի կողմից ֆնանսավորվող ծրագիր է: Հրապարակումների բովանդակությունը միմիայն հեղինակների, համագործակցողների և միջազգային կազմակերպությունների պատասխատվության ներքո է և ոչ մի կեր չեն արտահայտում MYMEDIA / DANIDA-ի պաշտոնական տեսակետը:"
434,hy.layouts.unsupported_browser.title,Unsupported Browser,Չսատարվող բրաուզեր
435,hy.layouts.unsupported_browser.video,Your browser does not support this video.,Ձեր բրաուզերը չի սատարում այս վիդեոն
436,hy.layouts.unsupported_browser.p1,We are sorry to report that your browser is out of date and will not properly render the content from this website.,"Ցավոք, Ձեր բրաուզերը հնացած է, և պատշաճ չի ցուցադրի մեր կայքի բովանդակությունը"
437,hy.layouts.unsupported_browser.p2,"On the bright side, there are several free browsers that you can download that are compatible with this site.","Սակայն կան մի քանի անվճար բրաուզերներ, որոնք դուք կարող եք ներբեռնել, և որոնք կիրառելի են այս կայքի համար"
438,hy.layouts.unsupported_browser.chrome,Chrome,Chrome
439,hy.layouts.unsupported_browser.firefox,Firefox,Firefox
440,hy.layouts.unsupported_browser.ie,Internet Explorer (Windows only),Internet Explorer (Միայն Windows-ի համար)
441,hy.layouts.unsupported_browser.opera,Opera,Opera
442,hy.layouts.unsupported_browser.Safari,Safari,Safari
443,hy.layouts.unsupported_browser.admin,Admin,Ադմին
444,hy.layouts.unsupported_browser.sign_out,Sign Out,Դուրս գալ
445,hy.layouts.unsupported_browser.js_link_title,JumpStart Georgia - We communicate data better!,JumpStart Georgia - Ավելի լավ ենք համադրում տվյալները
446,hy.layouts.unsupported_browser.js_link_text,Built by,Ստեղծվել է
447,hy.layouts.reviewer.copy,Copy To Clipboard...,Պատճենել սեղմատախտակում (clipboard)
448,hy.layouts.reviewer.copied,Copied!,Պատճենված է!
449,hy.layouts.storybuilder.source,Source,Աղբյուր
450,hy.layouts.storybuilder.target,Target,Թիրախ
451,hy.layouts.storybuilder.copy_paste,Copy from source,Պատճենել աղբյուրից
452,hy.shared.grid.no_stories,Oh no - no stories could be found!,Օ ոչ՛ ... նյութեր չգտնվեցին
453,hy.shared.story_nav_modals.copied,Copied!,Պատճենված է
454,hy.admin.index.title,Administration Section,Ադինիստրատիվ բաժին
455,hy.admin.index.users,Users,Օգտատերեր
456,hy.admin.users.edit.title,Editing User,Խմբագրող օգտատեր
457,hy.admin.users.index.title,Users,Օգտատերեր
458,hy.admin.users.new.title,New User,Նոր օգտատեր
459,hy.admin.users.show.title,User Details,Օգտատերի տվյալները
460,hy.root.about.title,About Chai Khana,Չայխանայի մասին
461,hy.root.embed.home_link,Built on Chai Khana,Ստեղծվել է Չայխանայում
462,hy.stories.new.title,Story Settings Form,Նյութի կարգավորումների ձև
463,hy.stories.edit.title,Story Settings Form,Նյութի կարգավորումների ձև
464,hy.stories.form.placeholder.title,Title of Story,Նյութի վերնագիր
465,hy.stories.form.placeholder.permalink,URL to the story,Նյութի URL
466,hy.stories.form.placeholder.author,Author(s) of the article,Հոդվածի հեղինակ(ներ)
467,hy.stories.form.placeholder.media_author,Author(s) of photos and/or videos,Ֆոտոների և/կամ (վիդեոների) հեղինակներ
468,hy.stories.form.placeholder.translation_author,Author(s) that translated the story into this language,"Հեղինակ(ներ), որոնք թարգմանել են նյութն այս լեզվով "
469,hy.stories.form.hint.title,Story title will appear at the top of your story,Նյութի վերնագիրը կհայտնվի վերևում 
470,hy.stories.form.hint.permalink,"The default URL is the title of the story, but you can change it if desired","Նյութի URL-ը մնում է նյութի վերնագիրը, եթե այլ հրահանգ չկա"
471,hy.stories.form.hint.author,Select the author(s) of the story to allow the story to appear on their webpage.,"Ընտրեք նյութի համահեղինակներին, որպեսզի նյութը երևա նաև նրանց էջերում"
472,hy.stories.form.hint.media_author,Author names will appear below the Story Author names,Համահեղինակների անունները կերևան նյութի հեղինակի անվան տակ
473,hy.stories.form.hint.translation_author,Author names will appear below the Photo and Video Author names,Համահեղինակների անունները կերևան վիդեոյի/նկարի հեղինակի անունների տակ
474,hy.stories.form.hint.published,Published stories are available for the world to view,Հրապարակված նյութերը հասանելի են ողջ աշխհարհում
475,hy.stories.form.hint.publish_home_page,"If checked, your published story will appear on the site's homepage",Նշելու դեպքում Ձեր նյութը կհայտնի գլխավոր էջում
476,hy.stories.form.hint.template,Choose template to apply styling to story,Ընտրեք նյութի ոճի համար կաղապար
477,hy.stories.form.hint.thumbnail,Image that is used to show the story on the home page when the story is published (jpg and png only; 4MB file size limit),"Նկարը, որը կօգտագործվի Ձեր նյութը գլխավոր էջում հրապարակելուց (միայն՝ jpg և png, առավելագույն ծավալը 4MB)"
478,hy.stories.form.hint.editor,Person that created the story record in this website,"Անձը, որը ստեղծել է այս նյութը"
479,hy.stories.form.hint.editors,Select people that you want to give access to edit the story,"Նշեք մարդկանց, որոնց թույլ եք տալիս խմբագրել Ձեր նյութը"
480,hy.stories.form.hint.about,Short summary of story that will be used on the home page and when you story is shared,Նյութի համառոտ նկարագրություն. այն կօգտագործվի գլխավոր էջում Ձեր նյութի հրապարակման ժամանակ
481,hy.stories.form.hint.locale,Select the language of your story. Allows users to filter stories by a language.,"Ընտրեք Ձեր նյութի լեզուն, որպեսզի օգտատերերը կարողանան զտել նյութերը ըստ լեզուների"
482,hy.stories.form.hint.categories,Select the category(s) your story belongs to.  Allows users to filter stories by a category.,"Նշեք, թե Ձեր նյութը որ դասակարգմանը (դասակարգումներին) է պատկանում, որպեսզի օգտատերերը կարողանան զտել նյութերն ըստ դասակարգումների."
483,hy.stories.form.hint.tag_list,"Enter text to find existing tags.  If your tag does not exist yet, press 'Enter' to add the new tag to the list.","Մուտքագրեք՝ գոյություն ունեցող պիտակները (tag) գտնելու համար. եթե նրանք գոյություն չունեն, ապա սեղմեք  'Enter' նոր պիտակ ավելացնելու համար:"
484,hy.stories.form.hint.story_type,Select the type of your story.,Ընտրել նյութի տեսակը
485,hy.stories.form.hint.theme,Select the theme(s) your story belongs to.,Ընտրել նյութի թեմաները
486,hy.stories.form.hint.in_theme_slider,"If checked, this story will appear in the slider at the top of the theme page.",Նշելու դեպքում նյութը կհայտնվի թեմայի էջի վերևի շարքում
487,hy.stories.collaborators.title,Collaborators for '%{title}','%{title}' նյութի համագործակցողները
488,hy.stories.collaborators.owner_header,Story Author,Նյութի հեղինակ
489,hy.stories.collaborators.collaborators_header,Story Collaborators,Նյութի համագործակցող
490,hy.stories.collaborators.explanation,A story collaborator is someone that has access to edit this story.,Նյութի համագործակցողը կարող է խմբագրել այս նյութը.
491,hy.stories.collaborators.editors_header,Editors,Խմբագիրներ
492,hy.stories.collaborators.editor_explanation,An Editor has access to add/edit the story and translate the story into any language. An Editor can also add collaborators and publish the story.,Խմբագիրն իրավունք ունի ավելացնել/խմբագրել նյութը և թարգմանել այն: Խմբգաիրը կարող է նաև ավելացնել համագործակցողների և հրապարակել նյութը:
493,hy.stories.collaborators.translators_header,Translators,Թարգմանիչներ
494,hy.stories.collaborators.translator_explanation,"A Translator has access to translate the story into a specific language(s). A Translator does not have the ability to edit the original story, add collaborators or publish the story.","Թարգմանիչը ունի նյութը որոշակի լեզվով /լեզուներով թարգմանելու իրավունք. Թարգմանիչը իրավունք չունի խմբագրել տեքստը, ավելացնել համագործակցողների կամ հրապարակել"
495,hy.stories.collaborators.remove_title,Remove %{name},Հեռացնել %{name} օգտատիրոջը
496,hy.stories.collaborators.not_accepted_title,%{name} has not accepted the invitation yet,%{name} օգտատերը դեռ չի ընդունել Ձեր հրավերը
497,hy.stories.collaborators.add_header,Add Collaborators,Ավելացնել համագործակցողների
498,hy.stories.collaborators.add_explanation,"For the users you enter below, an email will be sent inviting them to be a collaborator on this story.",Ստորև մուտքագրված օգտատերերին կուղարկվի ծանուցում համագործակցության հրավերի մասին
499,hy.stories.collaborators.editor_label,Enter the names or email addresses of the editors,Մուտքագրել խմբագիրների անունները կամ էլեկտրոնային հասցեները
500,hy.stories.collaborators.language_label,Select the translation language(s),Ընտրել թարգմանության լեզու(ներ)
501,hy.stories.collaborators.translator_label,Enter the name or email address of the translator,Մուտքագրել թարգմանչի անունը կամ էլեկտրոնային հասցեն
502,hy.stories.collaborators.translator_add,Add Another Translator,Ավելացնել մեկ այլ թարգմանչի
503,hy.stories.collaborators.translator_remove,Remove Translator,Հեռացնել թարգմանչին
504,hy.stories.collaborators.message,Add Message to Notification (optional),Ծանուցմանը կցել նամակ (ընտրովի)
505,hy.stories.collaborators.submit,Send Collaboration Invitation,Ուղարկել համագործակցության հրավեր
506,hy.stories.media.form_title,Full-Screen Media Slideshow Form,Ողջ էկրանով մեդիա սլայդշոույի ձև
507,hy.stories.media.left,Left,Ձախ
508,hy.stories.media.center,Center,Կենտրոն
509,hy.stories.media.right,Right,Աջ
510,hy.stories.media.image,Image,Նկար
511,hy.stories.media.video,Video,Վիդեո
512,hy.stories.media.floating,Floating,Լողացող
513,hy.stories.media.fixed,Fixed,Ֆիքսված
514,hy.stories.media.placeholder.title,Media title,Մեդիայի վերնագիրը
515,hy.stories.media.placeholder.caption,Caption text,Ենթագրերի տեքստը
516,hy.stories.media.placeholder.source,Source of the image/video,Նկարի/վիդեոյի աղբյուրը
517,hy.stories.media.hint.title,"This text only appears in the left sidebar, it will not show up in the story","Սույն տեքստը կերևա միայն ձախ կողային վահանակի վրա, այն չի ներառվի նյութի մեջ"
518,hy.stories.media.hint.media_type,"For videos, an image is necessary because videos are not loaded on mobile devices.","Վիդեոների համաև անհրաժեշտ է պատկեր, քանի որ նրանք չեն բեռնվելու բջջային սարքերի վրա"
519,hy.stories.media.hint.caption,"Caption text will appear on top of the image/video. If this is the first item in the story, the caption text is hidden.","Ենթագրերի տեքստը կերևա նկարի/վիդեոյի վերևի հատվածում. եթե վերջինս առաջինն օբյեկտն է, ապա ենթագրերը չեն երևա"
520,hy.stories.media.hint.source,"Source of the image/video, appears in the bottom-right corner",Նկարի/վիդեոյի աղբյուրը կերևա ներքևի աջ անկյունում
521,hy.stories.media.hint.image,Only jpg format allowed; 4MB file size limit,"Ընդունվում է միայն .jpg ֆայլեր, առավելագույն ծավալը՝ 4MB"
522,hy.stories.media.hint.video,"Only mp4, mov, webm, ogv, flv, avi and wmv formats accepted; 25MB file size limit. After videos are uploaded they must be processed before they are available for viewing. You will receive a notification when the processing is complete, typically within a few minutes.","Ընդունելի են միայն mp4, mov, webm, ogv, flv, avi և wmv Ֆորմատները; Առավելագույն ծավալը՝ 25MB. Վերբեռնումից հետո, վիդեոները պետք է անցնեն մշակում, որից հետո միայն կդառնան տեսանելի. Մշակման ավարտին պես (սովորաբար մի քանի րոպեների ընթացքում) Դուք կծանուցվեք:"
523,hy.stories.media.hint.caption_align,The Caption text will appear on top of the image/video (appears on the left by default) ,"Ենթագրերի տեքստը կհայտնվի պատկերի/վիդեոյի վերևի հատվածում (ձախ մասում, եթե այլ հրահանգ չկա)"
524,hy.stories.media.hint.infobox_type,The Caption text can float on top of the image/video or can be fixed at the bottom of the image/video,"Ենթագրերի տեքստը կարող է «լողալ» նկարի/վիդեոյի վերևի հատվածում, կամ լինել ֆիքսված ներքևում"
525,hy.stories.media.hint.video_loop,"If checked, the video will loop infinitly, otherwise the video will not loop",Նշելու դեպքում վիդեոն անընդհատ կվերախաղաղարկվի (այլ պարագայում այն չի վերախաղարկվի)
526,hy.stories.section.form_title,Section Form,Բաժնի ձև
527,hy.stories.section.yes,Yes,Այո
528,hy.stories.section.no,No,Ոչ
529,hy.stories.section.placeholder.title,Section title,Բաժնի վերնագիր
530,hy.stories.section.hint.title,"This text appears in the left sidebar and, if Navigation Shortcut is selected, will appear as the title text for the shortcut","Սույն տեքստը կերևա միայն աջ կողային վահանակի վրա, այն չի ներառվի նյութի մեջ, և եթե նշված է նավիգացիոն դյուրանցումը, ապա այն կցուցադրվի վերջինիս վերնագիր:"
531,hy.stories.section.hint.type,Selecting this type determines what kind of information you can add into this section,"Նշելու դեպքում, այն կսահմանի բաժնին ավելացվելիք տեղեկության տեսակը"
532,hy.stories.section.hint.has_marker,"If checked, there will be a navigation shortcut link to go to this section","Նշելու դեպքում, կլինի նավիգացիոն դյուրանցման հղում սույն բաժին գալու համար"
533,hy.stories.section.hint.audio,Background audio to play while this section is in view (mp3 format only; 10mb file size limit),"Ֆոնային աուդիո բաժնի դիտման ժամանակ հնչելու համար (միայն mp3, առավելագույն ծավալ 10mb)"
534,hy.stories.section.hint.delete_audio,"If checked, the Audio Track will be deleted",Ընտրելու դեպքում սույն աուդիոֆայլը կջնջվի
535,hy.stories.content.form_title,Text Form,Տեքստի ձև
536,hy.stories.content.placeholder.title,Text title,Տեքստի վերնագիրը
537,hy.stories.content.placeholder.caption,optional,ընտրովի
538,hy.stories.content.placeholder.sub_caption,optional,ընտրովի
539,hy.stories.content.hint.title,"This text only appears in the left sidebar, it will not show up in the story","Սույն տեքստը կերևա միայն աջ կողային վահանակի վրա, այն չի ներառվի նյութի մեջ"
540,hy.stories.content.hint.caption,Heading of text will appear at the top of the section,Վերնագիրը կհայտնվի բաժնի վերևի հատվածում
541,hy.stories.content.hint.sub_caption,Subheading of text will appear below the Heading,Ենթավերնագիրը կհայտնի վերնագրի անմիջապես ներքևում
542,hy.stories.content.hint.content,"Text can include html, css styling and images","Տեքստը կարող է ներառել html, css styling և նկարներ"
543,hy.stories.reviewer_key.title,Private URL,Մասնավոր URL
544,hy.stories.reviewer_key.desc,"You can copy and share the following URL with whomever you want to review '%{title}' before it is published. These people will have the ability to read your story, but not edit it.","Հետևյալ URL-ի միջոցով Դուք ստուգել/գրախոսելու նպատակով կարող եք կիսվել '%{title}' նյութով ցանկացած մարդու հետ մինչև հրապարակումը. նրանք կկարողանան միայն կարդալ Ձեր նյութը, սակայն չեն կարողանա խմբագրել այն"
545,hy.stories.slideshow.form_title,Image Slideshow Form,Նկարների սլայդշոուի ձև
546,hy.stories.slideshow.add_image,Add Image,Ավելացնել նկար
547,hy.stories.slideshow.placeholder.title,Slideshow Title,Սլայդշոուի վերնագիր
548,hy.stories.slideshow.placeholder.caption,optional,ընտրովի
549,hy.stories.slideshow.hint.title,"This text only appears in the left sidebar, it will not show up in the story","Սույն տեքստը կերևա միայն աջ կողային վահանակի վրա, այն չի ներառվի նյութի մեջ"
550,hy.stories.slideshow.hint.caption,Heading will appear at the top of the slideshow,Վերնագիրը կերևա սլայդշոուի վերևում
551,hy.stories.slideshow.hint.description,The description will appear below the slideshow,Նկարագրությունը կհայտնվի սլայդ շոուից ներքև
552,hy.stories.asset_fields.remove_image,Remove,Հեռացնել
553,hy.stories.asset_fields.placeholder.caption,optional,ընտրովի
554,hy.stories.asset_fields.placeholder.source,optional,ընտրովի
555,hy.stories.asset_fields.hint.caption,Image Description will appear below the image,Նկարի նկարագրությունը կերևա նկարի ներքևում
556,hy.stories.asset_fields.hint.source,Source will appear below the Image Description,Նկարի աղբյուրը կերևա նկարի ներքևում
557,hy.stories.asset_fields.hint.asset,Only jpg and png format allowed; 4MB file size limit,"Թույլատրվում է միայն jpg և png, առավելագույն ծավալը 4MB"
558,hy.stories.asset_fields.label.caption,Image Description,Նկարի նկարագրություն
559,hy.stories.asset_fields.label.source,Image Source,Լուսանկարի աղբյուր
560,hy.stories.embed_media.form_title,Embed Online Media Form,Ներդրվող մեդիայի ձև
561,hy.stories.embed_media.get_media,Get Online Media,Բերել առցանց մեդիա
562,hy.stories.embed_media.preview,Preview of Online Media,Առցանց մեդիայի նախադիտում
563,hy.stories.embed_media.error,The URL could not be processed. Please try again.,URL  մշակումը չիրականացավ.խնդրում ենք կրկին փորձել
564,hy.stories.embed_media.placeholder.title,Embed Online Media Title,Ներդրվող մեդիայի վերնագիր
